ID_cliente,Contrato,Facturacion_electronica,Metodo_pago,Cargos_mensuales,Cargos_totales,Abandono
6847-KJLTS,Mes a mes,Sí,Transferencia bancaria (automática),100.4,5749.8,No
9670-BPNXF,Un año,Sí,Tarjeta de crédito (automática),62.55,2796.45,No
3913-FCUUW,Dos años,Sí,Transferencia bancaria (automática),70.45,5165.7,No
3301-VKTGC,Un año,Sí,Transferencia bancaria (automática),85.5,5696.6,No
1493-AMTIE,Mes a mes,Sí,Transferencia bancaria (automática),20.2,20.2,Sí
9555-SAHUZ,Mes a mes,No,Cheque electrónico,54.5,2076.05,No
0816-TSPHQ,Mes a mes,No,Cheque por correo,20.75,44.2,No
9932-WBWIK,Mes a mes,No,Cheque por correo,20.35,215.25,No
4619-EVPHY,Un año,Sí,Transferencia bancaria (automática),91.0,1859.5,No
5286-YHCVC,Dos años,Sí,Transferencia bancaria (automática),104.8,7470.1,No
6424-ELEYH,Mes a mes,Sí,Tarjeta de crédito (automática),74.75,229.5,Sí
4391-RESHN,Mes a mes,Sí,Cheque por correo,104.05,2470.1,Sí
9115-YQHGA,Mes a mes,Sí,Cheque electrónico,51.1,2092.9,No
4462-CYWMH,Mes a mes,Sí,Transferencia bancaria (automática),89.8,5629.55,No
8963-MQVYN,Mes a mes,Sí,Cheque electrónico,20.55,469.85,No
2458-EOMRE,Mes a mes,No,Transferencia bancaria (automática),64.05,733.95,No
9334-GWGOW,Mes a mes,Sí,Cheque electrónico,74.85,485.25,No
6821-BUXUX,Mes a mes,Sí,Cheque electrónico,96.65,1244.5,Sí
5028-HTLJB,Mes a mes,No,Cheque por correo,20.05,20.05,Sí
9801-GDWGV,Mes a mes,Sí,Cheque electrónico,103.45,3994.45,Sí
6542-LWGXJ,Mes a mes,No,Cheque por correo,25.0,78.25,No
5567-GZKQY,Dos años,No,Tarjeta de crédito (automática),20.3,1131.5,No
1222-LRYKO,Mes a mes,No,Cheque por correo,26.35,184.05,No
2320-JRSDE,Mes a mes,Sí,Cheque electrónico,19.9,19.9,Sí
2087-QAREY,Mes a mes,Sí,Cheque por correo,54.7,1178.75,No
0601-WZHJF,Mes a mes,No,Cheque electrónico,46.35,667.7,Sí
4423-JWZJN,Un año,No,Tarjeta de crédito (automática),90.25,5629.15,No
5143-WMWOG,Mes a mes,No,Cheque electrónico,19.95,19.95,Sí
6490-FGZAT,Mes a mes,No,Cheque por correo,20.65,109.3,No
5393-RXQSZ,Mes a mes,No,Cheque electrónico,79.6,79.6,Sí
7452-FOLON,Un año,No,Transferencia bancaria (automática),25.45,958.45,No
2320-TZRRH,Un año,No,Cheque por correo,19.5,403.15,No
0231-LXVAP,Mes a mes,Sí,Cheque electrónico,75.9,75.9,Sí
9444-JTXHZ,Mes a mes,No,Cheque electrónico,76.2,76.2,Sí
4942-VZZOM,Un año,Sí,Tarjeta de crédito (automática),66.15,4392.5,No
5510-BOIUJ,Mes a mes,No,Cheque por correo,19.25,19.25,Sí
7502-BNYGS,Mes a mes,Sí,Tarjeta de crédito (automática),69.1,3168.0,No
4291-HYEBC,Un año,Sí,Cheque electrónico,39.1,1096.6,No
6147-CBCRA,Mes a mes,No,Cheque por correo,20.05,669.45,No
6047-SUHPR,Un año,No,Cheque electrónico,59.8,2343.85,No
4471-KXAUH,Mes a mes,Sí,Cheque electrónico,84.3,3588.4,Sí
9752-ZNQUT,Mes a mes,Sí,Cheque electrónico,48.6,48.6,No
7638-QVMVY,Mes a mes,Sí,Cheque electrónico,79.0,522.95,Sí
1576-PFZIW,Dos años,No,Tarjeta de crédito (automática),105.35,7511.9,No
5666-MBJPT,Dos años,Sí,Transferencia bancaria (automática),25.1,1725.0,No
7312-XSBAT,Mes a mes,No,Cheque electrónico,49.75,49.75,No
3096-GKWEB,Mes a mes,Sí,Cheque electrónico,94.75,1691.9,No
2371-JQHZZ,Mes a mes,Sí,Cheque electrónico,93.0,2248.05,No
0674-GCDXG,Dos años,Sí,Transferencia bancaria (automática),71.9,4479.2,No
1121-QSIVB,Un año,Sí,Cheque por correo,77.55,3471.1,No
4396-KLSEH,Mes a mes,Sí,Cheque electrónico,19.85,63.0,No
3244-DCJWY,Mes a mes,Sí,Cheque electrónico,70.25,70.25,Sí
2824-MYYBN,Mes a mes,Sí,Cheque electrónico,95.25,3314.15,No
0875-CABNR,Mes a mes,Sí,Tarjeta de crédito (automática),84.6,865.55,Sí
6345-HOVES,Mes a mes,Sí,Transferencia bancaria (automática),25.05,852.7,No
8318-LCNBW,Un año,No,Tarjeta de crédito (automática),53.15,1930.9,No
6469-QJKZW,Mes a mes,No,Cheque electrónico,20.15,91.4,No
0147-ESWWR,Mes a mes,Sí,Cheque electrónico,101.25,3949.15,No
1217-VASWC,Un año,Sí,Transferencia bancaria (automática),100.55,4304.0,No
7812-FZHPE,Mes a mes,No,Cheque por correo,24.1,409.9,Sí
8952-WCVCD,Un año,Sí,Transferencia bancaria (automática),104.45,4162.05,No
6370-ZVHDV,Dos años,No,Transferencia bancaria (automática),25.3,1554.9,No
5915-DGNVC,Un año,No,Cheque electrónico,71.8,3472.05,No
6260-XLACS,Un año,No,Cheque por correo,19.7,117.8,No
3566-CAAYU,Dos años,No,Cheque electrónico,49.85,3210.35,No
4983-CCWMC,Mes a mes,Sí,Cheque por correo,69.6,207.4,No
9103-CXVOK,Mes a mes,No,Cheque electrónico,19.75,19.75,No
2896-TBNBE,Un año,No,Cheque electrónico,80.8,3132.75,No
4797-AXPXK,Mes a mes,Sí,Cheque electrónico,60.0,60.0,Sí
5229-PRWKT,Mes a mes,Sí,Cheque electrónico,86.55,649.65,Sí
6982-UQZLY,Mes a mes,Sí,Cheque por correo,20.85,20.85,Sí
2522-WLNSF,Un año,No,Transferencia bancaria (automática),64.2,2106.3,No
3841-CONLJ,Mes a mes,No,Cheque electrónico,35.0,35.0,No
5057-LCOUI,Mes a mes,Sí,Cheque electrónico,50.75,2011.4,Sí
0193-ESZXP,Un año,Sí,Tarjeta de crédito (automática),105.5,6205.5,Sí
4475-NVTLU,Dos años,No,Cheque electrónico,19.2,903.7,No
4369-HTUIF,Mes a mes,Sí,Transferencia bancaria (automática),85.15,503.6,Sí
9386-LDCZR,Un año,Sí,Tarjeta de crédito (automática),90.65,3882.3,No
9585-KKMFD,Dos años,Sí,Cheque por correo,20.0,879.8,No
5399-ZIMKF,Mes a mes,Sí,Cheque electrónico,74.65,383.65,No
0336-KXKFK,Dos años,Sí,Tarjeta de crédito (automática),61.2,4390.25,No
5619-XZZKR,Un año,No,Cheque por correo,19.95,68.2,No
3948-FVVRP,Mes a mes,No,Cheque por correo,54.8,452.8,No
5327-XOKKY,Dos años,Sí,Tarjeta de crédito (automática),73.45,5329.0,No
0983-TATYJ,Un año,Sí,Cheque por correo,51.45,1758.9,No
1813-JYWTO,Dos años,No,Transferencia bancaria (automática),80.45,5737.6,No
0156-FVPTA,Mes a mes,Sí,Cheque electrónico,54.2,1152.7,Sí
1984-FCOWB,Un año,Sí,Cheque electrónico,109.5,7674.55,Sí
0654-HMSHN,Mes a mes,No,Cheque electrónico,104.4,2157.95,Sí
6719-OXYBR,Mes a mes,No,Cheque electrónico,85.3,1219.85,No
3312-ZWLGF,Mes a mes,Sí,Cheque electrónico,79.3,2414.55,No
6476-YHMGA,Mes a mes,No,Transferencia bancaria (automática),76.5,1155.6,No
5287-QWLKY,Mes a mes,Sí,Tarjeta de crédito (automática),105.1,7548.1,Sí
0795-XCCTE,Dos años,No,Transferencia bancaria (automática),25.4,1809.35,No
0168-XZKBB,Mes a mes,Sí,Cheque electrónico,86.85,1564.4,No
3785-NRHYR,Mes a mes,No,Cheque por correo,19.65,19.65,No
5196-SGOAK,Mes a mes,Sí,Cheque electrónico,75.7,75.7,Sí
4537-DKTAL,Mes a mes,No,Cheque electrónico,45.55,84.4,No
7072-MBHEV,Mes a mes,Sí,Tarjeta de crédito (automática),78.1,864.85,No
5602-BVFMK,Un año,No,Cheque por correo,19.3,228.75,No
6297-NOOPG,Dos años,Sí,Cheque electrónico,110.5,7752.05,No
1891-UAWWU,Mes a mes,No,Cheque electrónico,90.8,1951.0,Sí
8204-TIFGJ,Mes a mes,Sí,Transferencia bancaria (automática),20.3,470.6,No
8050-DVOJX,Dos años,No,Tarjeta de crédito (automática),81.35,4060.9,No
6108-OQZDQ,Mes a mes,Sí,Cheque electrónico,97.95,384.5,Sí
0363-QJVFX,Mes a mes,Sí,Tarjeta de crédito (automática),108.15,3432.9,Sí
8903-XEBGX,Mes a mes,Sí,Cheque electrónico,55.3,108.65,No
8169-SAEJD,Dos años,No,Tarjeta de crédito (automática),56.55,3952.65,No
9840-DVNDC,Mes a mes,Sí,Tarjeta de crédito (automática),80.5,463.05,Sí
1089-XZWHH,Dos años,Sí,Cheque por correo,19.7,494.05,No
2325-WINES,Un año,Sí,Tarjeta de crédito (automática),104.05,3416.85,No
6064-ZATLR,Dos años,No,Transferencia bancaria (automática),52.85,1498.65,No
3096-JRDSO,Mes a mes,Sí,Transferencia bancaria (automática),104.3,2867.75,Sí
7824-PANSQ,Mes a mes,No,Transferencia bancaria (automática),80.65,4807.35,No
8042-JVNFH,Mes a mes,Sí,Cheque por correo,71.35,71.35,Sí
9648-BCHKM,Dos años,Sí,Tarjeta de crédito (automática),24.65,471.35,No
2888-ADFAO,Dos años,Sí,Transferencia bancaria (automática),21.3,1041.8,No
8707-HOEDG,Dos años,Sí,Cheque electrónico,110.2,7689.8,No
3374-LXDEV,Mes a mes,No,Cheque electrónico,89.4,1132.35,Sí
4072-IPYLT,Mes a mes,No,Tarjeta de crédito (automática),51.05,1815.0,No
7167-PCEYD,Dos años,Sí,Cheque por correo,19.8,1311.3,No
4936-YPJNK,Mes a mes,Sí,Cheque por correo,19.9,199.45,No
1580-BMCMR,Mes a mes,Sí,Cheque electrónico,87.3,1637.3,No
4817-KEQSP,Dos años,No,Transferencia bancaria (automática),19.85,1326.35,No
6408-WHTEF,Dos años,Sí,Cheque por correo,89.4,6376.55,No
9251-AWQGT,Dos años,No,Cheque por correo,20.0,935.9,No
8749-CLJXC,Mes a mes,No,Cheque por correo,20.05,20.05,No
7989-VCQOH,Mes a mes,No,Cheque electrónico,83.25,1611.15,No
5049-GLYVG,Mes a mes,No,Cheque por correo,20.6,20.6,Sí
4199-QHJNM,Dos años,No,Transferencia bancaria (automática),102.9,6989.7,No
8882-TLVRW,Dos años,No,Cheque por correo,39.1,2779.5,No
5883-GTGVD,Mes a mes,Sí,Cheque electrónico,99.95,1931.75,Sí
5135-GRQJV,Dos años,Sí,Cheque por correo,114.5,8331.95,No
2384-OVPSA,Dos años,No,Cheque por correo,20.2,735.9,No
1371-WEPDS,Un año,No,Cheque electrónico,55.8,2283.3,No
3580-GICBM,Dos años,Sí,Cheque por correo,24.2,1445.2,No
4817-QRJSX,Mes a mes,Sí,Tarjeta de crédito (automática),81.0,818.05,Sí
9730-DRTMJ,Un año,Sí,Tarjeta de crédito (automática),72.8,2333.05,No
4686-UXDML,Mes a mes,Sí,Tarjeta de crédito (automática),99.85,1992.55,No
3349-ANQNH,Un año,Sí,Cheque electrónico,99.5,5890.0,No
2398-YPMUR,Mes a mes,Sí,Cheque electrónico,70.15,916.75,Sí
0932-YIXYU,Dos años,No,Tarjeta de crédito (automática),20.25,1029.8,No
7480-SPLEF,Dos años,Sí,Transferencia bancaria (automática),26.0,1796.55,No
7636-XUHWW,Mes a mes,Sí,Tarjeta de crédito (automática),19.9,33.7,No
1431-CYWMH,Mes a mes,No,Transferencia bancaria (automática),19.05,454.05,No
5937-EORGB,Mes a mes,Sí,Cheque electrónico,96.5,1392.25,No
6349-JDHQP,Dos años,No,Tarjeta de crédito (automática),19.85,1049.6,No
5539-HIVAK,Mes a mes,No,Cheque por correo,25.7,734.6,No
5847-MXBEO,Un año,No,Cheque por correo,20.3,475.1,No
9985-MWVIX,Mes a mes,Sí,Cheque por correo,70.15,70.15,Sí
4583-PARNH,Mes a mes,Sí,Cheque electrónico,91.55,1540.05,No
1116-FRYVH,Dos años,No,Cheque por correo,39.4,1978.65,No
1421-HCERK,Mes a mes,Sí,Transferencia bancaria (automática),105.7,3181.8,No
9633-XQABV,Mes a mes,Sí,Cheque electrónico,70.25,229.7,No
0716-BQNDX,Dos años,No,Cheque electrónico,93.75,5625.55,No
1265-XTECC,Un año,Sí,Tarjeta de crédito (automática),96.55,6581.9,Sí
1183-CANVH,Un año,No,Transferencia bancaria (automática),60.0,1347.15,No
1972-XMUWV,Dos años,Sí,Tarjeta de crédito (automática),59.8,3808.2,No
8679-LZBMD,Un año,Sí,Transferencia bancaria (automática),90.65,3974.15,No
3407-JMJQQ,Dos años,Sí,Transferencia bancaria (automática),109.0,7661.8,No
6252-DFGTK,Un año,No,Tarjeta de crédito (automática),68.1,2479.25,No
1539-LNKHM,Mes a mes,No,Cheque por correo,20.4,266.6,No
8645-KOMJQ,Dos años,Sí,Transferencia bancaria (automática),81.95,5601.4,No
0289-IVARM,Mes a mes,No,Cheque electrónico,60.55,1982.6,No
9761-XUJWD,Mes a mes,Sí,Transferencia bancaria (automática),65.6,339.9,No
4057-FKCZK,Dos años,No,Transferencia bancaria (automática),82.5,4828.05,No
4291-TPNFG,Dos años,Sí,Transferencia bancaria (automática),82.3,5980.55,No
6087-YPWHO,Dos años,No,Cheque por correo,68.15,4808.7,No
3090-QFUVD,Mes a mes,No,Tarjeta de crédito (automática),20.3,20.3,No
2237-ZFSMY,Un año,Sí,Cheque electrónico,95.55,3692.85,Sí
1722-LDZJS,Un año,No,Tarjeta de crédito (automática),20.2,1068.15,No
1818-ESQMW,Mes a mes,Sí,Cheque electrónico,89.2,2383.6,No
4871-JTKJF,Mes a mes,Sí,Cheque electrónico,69.65,69.65,Sí
1415-YFWLT,Mes a mes,Sí,Cheque electrónico,89.3,89.3,Sí
7401-RUBNK,Mes a mes,No,Cheque electrónico,74.8,1438.05,No
0506-YLVKJ,Dos años,Sí,Cheque por correo,20.2,917.45,No
8661-BOYNW,Dos años,Sí,Tarjeta de crédito (automática),84.4,6096.45,No
6711-VTNRE,Mes a mes,Sí,Cheque electrónico,87.55,3078.1,Sí
4815-GBTCD,Mes a mes,Sí,Cheque electrónico,25.15,99.95,No
2805-AUFQN,Dos años,No,Tarjeta de crédito (automática),19.8,475.2,No
0980-PVMRC,Mes a mes,Sí,Cheque electrónico,50.85,2036.55,No
7233-DRTRF,Mes a mes,Sí,Cheque electrónico,102.4,6444.05,No
3500-RMZLT,Mes a mes,Sí,Cheque por correo,96.3,1426.75,Sí
3873-NFTGI,Mes a mes,Sí,Tarjeta de crédito (automática),55.5,767.55,No
1162-ECVII,Dos años,Sí,Transferencia bancaria (automática),109.75,7932.5,No
7048-GXDAY,Mes a mes,Sí,Cheque electrónico,106.4,4040.65,No
8571-ZCMCX,Dos años,Sí,Tarjeta de crédito (automática),60.0,2768.65,No
1169-WCVAK,Mes a mes,Sí,Tarjeta de crédito (automática),88.8,1672.35,No
4548-SDBKE,Mes a mes,Sí,Cheque electrónico,85.2,474.8,Sí
8066-POXGX,Mes a mes,Sí,Cheque electrónico,35.1,446.1,Sí
7129-CAKJW,Mes a mes,No,Transferencia bancaria (automática),80.05,1345.65,No
8695-ARGXZ,Mes a mes,Sí,Cheque electrónico,75.55,2425.4,No
3570-YUEKJ,Mes a mes,Sí,Cheque electrónico,49.55,2077.95,No
4143-OOBWZ,Mes a mes,Sí,Cheque electrónico,81.3,416.3,Sí
1555-HAPSU,Dos años,No,Tarjeta de crédito (automática),23.9,1663.5,No
1697-NVVGY,Mes a mes,No,Transferencia bancaria (automática),66.4,1286.05,No
7854-EKTJL,Mes a mes,Sí,Cheque electrónico,19.6,35.85,Sí
8464-EETCQ,Dos años,No,Tarjeta de crédito (automática),18.8,1094.35,No
2419-FSORS,Dos años,Sí,Cheque electrónico,108.4,7719.5,No
8132-YPVBX,Mes a mes,Sí,Cheque por correo,85.95,514.6,No
9102-IAYHT,Mes a mes,Sí,Cheque electrónico,85.45,1451.6,Sí
6754-LZUKA,Dos años,No,Transferencia bancaria (automática),80.9,4932.5,No
3422-LYEPQ,Mes a mes,Sí,Cheque electrónico,71.0,71.0,Sí
8099-MZPUJ,Dos años,No,Tarjeta de crédito (automática),111.8,5443.65,No
0787-LHDYT,Mes a mes,Sí,Tarjeta de crédito (automática),20.6,330.25,No
2642-DTVCO,Mes a mes,Sí,Cheque electrónico,85.05,746.5,Sí
0374-IOEGQ,Mes a mes,No,Cheque electrónico,44.6,122.7,No
4361-JEIVL,Mes a mes,Sí,Cheque electrónico,44.4,44.4,Sí
3197-NNYNB,Dos años,No,Tarjeta de crédito (automática),105.1,6631.85,No
3396-DKDEL,Dos años,Sí,Tarjeta de crédito (automática),115.15,8250.0,No
1752-OZXFY,Un año,Sí,Cheque por correo,59.8,3561.15,No
9066-QRSDU,Un año,Sí,Cheque electrónico,26.3,1763.55,No
9112-WSNPU,Mes a mes,No,Cheque electrónico,70.55,2419.0,No
9867-NNXLC,Mes a mes,Sí,Cheque por correo,20.05,470.2,No
5321-NTRKC,Dos años,No,Transferencia bancaria (automática),79.85,5234.95,No
1363-TXLSL,Mes a mes,Sí,Cheque electrónico,70.3,70.3,Sí
9507-EXLTT,Mes a mes,Sí,Transferencia bancaria (automática),79.35,79.35,Sí
3161-GETRM,Mes a mes,Sí,Tarjeta de crédito (automática),90.05,3097.0,No
0402-OAMEN,Dos años,No,Transferencia bancaria (automática),24.45,1709.1,No
6933-VLYFX,Un año,No,Cheque electrónico,59.95,1848.8,No
6754-WKSHP,Un año,No,Transferencia bancaria (automática),25.35,723.3,No
9846-GKXAS,Mes a mes,Sí,Transferencia bancaria (automática),90.8,809.75,Sí
6017-PPLPX,Mes a mes,Sí,Cheque electrónico,70.45,1470.95,Sí
4976-LNFVV,Mes a mes,Sí,Tarjeta de crédito (automática),34.3,577.15,No
5055-MGMGF,Mes a mes,Sí,Cheque electrónico,105.05,6914.95,No
4641-FROLU,Dos años,No,Cheque por correo,19.3,602.9,No
2862-JVEOY,Un año,No,Cheque por correo,19.15,124.4,No
2969-QWUBZ,Mes a mes,No,Cheque electrónico,51.4,96.8,No
9822-BIIGN,Mes a mes,No,Cheque electrónico,71.85,3827.9,No
2077-MPJQO,Mes a mes,Sí,Cheque electrónico,75.4,533.05,No
1534-OULXE,Un año,Sí,Transferencia bancaria (automática),49.7,2961.4,No
7136-RVDTZ,Un año,Sí,Cheque electrónico,45.25,3264.45,Sí
2971-SGAFL,Mes a mes,Sí,Cheque electrónico,78.75,995.35,No
1480-IVEVR,Un año,Sí,Transferencia bancaria (automática),81.6,2815.25,No
2905-KFQUV,Mes a mes,Sí,Tarjeta de crédito (automática),70.4,154.8,No
4581-SSPWD,Mes a mes,Sí,Cheque electrónico,75.8,246.3,Sí
3370-HXOPH,Mes a mes,No,Cheque electrónico,76.1,257.6,No
8777-PVYGU,Un año,Sí,Cheque por correo,64.3,3410.6,No
9391-YZEJW,Un año,Sí,Transferencia bancaria (automática),94.0,5757.2,No
9958-MEKUC,Dos años,No,Tarjeta de crédito (automática),103.95,7517.7,No
0281-CNTZX,Dos años,Sí,Transferencia bancaria (automática),19.95,1234.8,No
6927-WTFIV,Mes a mes,No,Tarjeta de crédito (automática),71.3,1389.2,Sí
4118-CEVPF,Un año,Sí,Transferencia bancaria (automática),110.8,3836.3,No
3398-ZOUAA,Mes a mes,Sí,Cheque electrónico,69.1,1474.75,Sí
9114-VEPUF,Un año,No,Cheque electrónico,96.1,6001.45,No
7876-BEUTG,Mes a mes,Sí,Cheque por correo,48.8,720.1,No
2338-BQEZT,Mes a mes,Sí,Tarjeta de crédito (automática),50.55,2832.75,No
9873-MNDKV,Mes a mes,Sí,Cheque por correo,44.65,472.25,No
0378-NHQXU,Mes a mes,No,Cheque electrónico,88.25,1460.65,Sí
8241-JUIQO,Un año,No,Transferencia bancaria (automática),19.45,1336.35,No
2194-IIQOF,Dos años,No,Tarjeta de crédito (automática),89.3,6388.65,No
4512-ZUIYL,Mes a mes,No,Transferencia bancaria (automática),70.0,153.05,Sí
9631-RXVJM,Dos años,No,Cheque por correo,19.25,677.9,No
9584-EXCDZ,Mes a mes,No,Transferencia bancaria (automática),70.5,1165.6,No
7969-AULMZ,Mes a mes,Sí,Cheque electrónico,97.35,2119.5,Sí
5093-FEGLU,Dos años,No,Transferencia bancaria (automática),19.65,921.55,No
2621-UDNLU,Mes a mes,No,Cheque por correo,20.85,72.0,No
7526-IVLYU,Mes a mes,Sí,Cheque por correo,19.65,68.35,No
2428-HYUNX,Dos años,Sí,Tarjeta de crédito (automática),19.35,847.25,No
9214-EKVXR,Mes a mes,Sí,Cheque por correo,44.0,44.0,No
3410-MHHUM,Un año,No,Cheque electrónico,94.4,4295.35,No
0568-ONFPC,Mes a mes,Sí,Transferencia bancaria (automática),25.9,135.0,Sí
0733-VUNUW,Mes a mes,Sí,Transferencia bancaria (automática),55.65,1400.55,Sí
4550-EVXNY,Mes a mes,Sí,Cheque electrónico,69.65,69.65,Sí
2122-YWVYA,Mes a mes,Sí,Cheque electrónico,75.4,1380.4,No
2968-SSGAA,Mes a mes,Sí,Cheque electrónico,100.6,1060.2,Sí
2296-DKZFP,Dos años,No,Transferencia bancaria (automática),71.0,4386.2,No
4844-JJWUY,Mes a mes,Sí,Cheque electrónico,86.0,86.0,Sí
6777-TGHTM,Un año,Sí,Tarjeta de crédito (automática),106.95,5785.5,Sí
8909-BOLNL,Un año,No,Cheque por correo,21.2,52.05,No
6603-YRDCJ,Dos años,Sí,Cheque por correo,61.05,2018.4,No
3538-WZPHD,Mes a mes,Sí,Cheque electrónico,29.6,79.45,Sí
3229-USWAR,Un año,Sí,Transferencia bancaria (automática),79.95,2727.3,No
2138-VFAPZ,Dos años,Sí,Cheque por correo,19.7,263.65,No
6131-JLWZM,Mes a mes,Sí,Cheque por correo,20.3,275.4,No
4785-QRJHC,Un año,Sí,Transferencia bancaria (automática),59.9,2816.65,Sí
0269-XFESX,Un año,No,Cheque por correo,24.35,538.5,No
1709-EJDOX,Dos años,No,Cheque por correo,19.75,948.9,No
4316-XCSLJ,Mes a mes,Sí,Cheque por correo,50.3,846.8,No
8610-WFCJF,Mes a mes,Sí,Cheque electrónico,95.6,4783.5,Sí
9693-XMUOB,Mes a mes,Sí,Cheque electrónico,50.25,2997.45,No
0383-CLDDA,Dos años,Sí,Tarjeta de crédito (automática),85.35,5897.4,No
4905-JEFDW,Un año,Sí,Cheque electrónico,41.6,470.6,Sí
2709-UQGNP,Mes a mes,Sí,Cheque por correo,51.65,524.5,No
3549-ZTMNH,Dos años,Sí,Transferencia bancaria (automática),24.0,269.65,No
7881-INRLC,Mes a mes,Sí,Tarjeta de crédito (automática),100.85,4740.0,Sí
8033-ATFAS,Mes a mes,Sí,Cheque por correo,59.85,2341.5,No
1635-NZATJ,Dos años,No,Tarjeta de crédito (automática),25.45,1789.65,No
0562-HKHML,Dos años,No,Tarjeta de crédito (automática),23.9,1626.4,No
8277-RVRSV,Un año,No,Tarjeta de crédito (automática),24.15,800.3,No
9943-VSZUV,Mes a mes,Sí,Cheque por correo,75.7,5060.85,No
0117-LFRMW,Mes a mes,No,Transferencia bancaria (automática),40.2,1448.8,Sí
6172-FECYY,Mes a mes,No,Cheque electrónico,84.5,4254.85,Sí
7054-ENNGU,Mes a mes,No,Cheque por correo,50.85,466.6,No
1455-HFBXA,Dos años,Sí,Tarjeta de crédito (automática),91.6,4627.8,No
9402-CXWPL,Un año,No,Cheque electrónico,98.9,6838.6,No
1628-BIZYP,Mes a mes,Sí,Cheque electrónico,85.0,85.0,No
1965-AKTSX,Mes a mes,Sí,Cheque electrónico,78.95,1101.85,Sí
0082-LDZUE,Mes a mes,Sí,Cheque por correo,44.3,44.3,No
4786-UKSNZ,Mes a mes,No,Cheque por correo,20.2,20.2,Sí
5343-SGUBI,Un año,Sí,Cheque por correo,80.2,4297.6,No
0856-NAOES,Mes a mes,No,Cheque por correo,60.9,414.1,No
1976-AZZPJ,Mes a mes,No,Cheque por correo,34.2,256.6,No
7248-VZQLC,Mes a mes,Sí,Transferencia bancaria (automática),85.2,3969.35,Sí
6156-UZDLF,Un año,Sí,Tarjeta de crédito (automática),87.15,2274.1,No
3099-OONVS,Mes a mes,No,Cheque electrónico,54.3,1296.8,No
9500-WBGRP,Dos años,Sí,Cheque por correo,19.1,1268.85,No
5183-KLYEM,Dos años,Sí,Tarjeta de crédito (automática),112.75,8192.6,No
5144-PQCDZ,Mes a mes,Sí,Cheque por correo,19.95,59.25,No
8514-VZHEB,Dos años,No,Cheque por correo,19.5,1147.85,No
6625-IUTTT,Dos años,No,Transferencia bancaria (automática),65.55,4361.55,No
9355-NPPFS,Mes a mes,Sí,Cheque electrónico,78.8,2006.1,No
0068-FIGTF,Un año,No,Cheque por correo,78.2,2078.95,No
5965-GGPRW,Dos años,No,Transferencia bancaria (automática),105.25,7609.75,No
8035-PWSEV,Mes a mes,Sí,Cheque electrónico,89.25,487.05,No
2236-HILPA,Dos años,No,Tarjeta de crédito (automática),20.65,1218.45,No
1840-BIUOG,Un año,Sí,Cheque electrónico,68.7,1416.2,No
1356-MKYSK,Mes a mes,No,Tarjeta de crédito (automática),78.65,483.3,No
6080-LNESI,Dos años,No,Cheque por correo,24.75,1234.6,No
1830-IPXVJ,Dos años,No,Tarjeta de crédito (automática),19.75,1311.6,No
5828-DWPIL,Mes a mes,Sí,Cheque electrónico,89.1,5618.3,No
8398-TBIYD,Dos años,Sí,Transferencia bancaria (automática),84.7,6185.15,No
0011-IGKFF,Mes a mes,Sí,Cheque electrónico,98.0,1237.85,Sí
4192-GORJT,Mes a mes,Sí,Cheque electrónico,94.45,498.1,Sí
6496-SLWHQ,Mes a mes,Sí,Cheque electrónico,105.0,294.45,Sí
9912-GVSEQ,Mes a mes,Sí,Cheque electrónico,93.85,2381.55,Sí
2931-FSOHN,Mes a mes,Sí,Cheque electrónico,59.9,788.35,No
9418-RUKPH,Dos años,Sí,Cheque por correo,19.95,756.4,No
5383-MMTWC,Mes a mes,Sí,Cheque electrónico,84.0,613.4,Sí
9971-ZWPBF,Mes a mes,Sí,Cheque electrónico,108.9,3625.2,No
4712-AUQZO,Mes a mes,No,Cheque por correo,33.6,550.35,No
9711-FJTBX,Un año,Sí,Cheque por correo,85.85,4793.8,No
2908-ZTPNF,Mes a mes,Sí,Transferencia bancaria (automática),34.85,1267.2,No
